subject,session,morph_type,morph,pos,ecc,rt,response_identity,third_option
s05,2,bc,100,3,7,0.86821,c,0
s05,2,ab,100,3,7,1.5528,b,0
s05,2,bc,0,3,7,0.63447,b,0
s05,2,bc,50,5,7,1.3691,c,0
s05,2,ab,83,5,7,1.0185,c,1
s05,2,ab,50,7,7,1.2522,a,0
s05,2,ac,67,3,7,3.7734,b,1
s05,2,ac,17,1,7,0.76807,a,0
s05,2,ab,0,7,7,1.0519,a,0
s05,2,bc,83,1,7,1.0018,c,0
s05,2,ab,17,7,7,0.83486,a,0
s05,2,ac,33,5,7,1.4693,c,0
s05,2,ab,0,1,7,0.80147,a,0
s05,2,ab,0,3,7,0.66786,a,0
s05,2,ac,33,1,7,0.46745,a,0
s05,2,ac,17,5,7,1.102,c,0
s05,2,ab,33,5,7,0.53431,c,1
s05,2,bc,83,5,7,0.58437,c,0
s05,2,ac,83,1,7,0.6679,a,0
s05,2,ac,17,3,7,1.8532,a,0
s05,2,ac,0,7,7,0.78473,a,0
s05,2,ac,17,7,7,0.56768,a,0
s05,2,bc,50,3,7,0.96832,c,0
s05,2,ab,17,3,7,1.2522,a,0
s05,2,ab,83,1,7,0.83483,c,1
s05,2,ab,67,1,7,0.75128,b,0
s05,2,ac,100,5,7,0.75131,c,0
s05,2,ab,83,3,7,1.8533,b,0
s05,2,ac,33,3,7,1.8867,a,0
s05,2,ab,67,5,7,0.78474,c,1
s05,2,ab,17,5,7,0.58443,c,1
s05,2,bc,100,5,7,0.86825,c,0
s05,2,ab,50,3,7,0.71806,b,0
s05,2,bc,17,7,7,1.2356,b,0
s05,2,ac,67,7,7,1.2523,c,0
s05,2,bc,67,1,7,0.81806,b,0
s05,2,bc,17,1,7,2.2206,b,0
s05,2,ac,83,3,7,1.3024,b,1
s05,2,bc,33,5,7,0.93503,c,0
s05,2,bc,17,5,7,1.6028,c,0
s05,2,bc,0,1,7,0.7013,b,0
s05,2,bc,100,7,7,0.78473,b,0
s05,2,bc,50,7,7,1.4025,c,0
s05,2,ab,0,5,7,0.75133,a,0
s05,2,bc,67,5,7,0.76821,c,0
s05,2,bc,83,3,7,0.70128,b,0
s05,2,bc,0,5,7,0.75137,c,0
s05,2,ac,83,5,7,0.55096,c,0
s05,2,ac,0,5,7,0.46749,c,0
s05,2,bc,33,7,7,0.81818,b,0
s05,2,ac,83,7,7,0.58453,b,1
s05,2,bc,67,7,7,0.48424,b,0
s05,2,ac,33,7,7,0.50094,b,1
s05,2,ac,83,1,7,1.9201,a,0
s05,2,ab,67,5,7,0.83484,c,1
s05,2,ab,100,5,7,0.6511,b,0
s05,2,bc,33,1,7,0.9684,b,0
s05,2,bc,0,3,7,0.58436,b,0
s05,2,ac,33,7,7,0.8515,c,0
s05,2,bc,100,7,7,0.55095,c,0
s05,2,ab,33,1,7,0.85156,b,0
s05,2,ac,0,7,7,0.70125,c,0
s05,2,ac,17,1,7,0.56765,b,1
s05,2,ab,67,7,7,0.75136,b,0
s05,2,bc,17,1,7,0.71797,b,0
s05,2,bc,67,1,7,0.6179,b,0
s05,2,ac,17,3,7,0.61779,a,0
s05,2,bc,17,5,7,1.0018,b,0
s05,2,ac,33,5,7,0.70127,c,0
s05,2,bc,17,7,7,0.91831,b,0
s05,2,ac,33,1,7,0.76807,a,0
s05,2,bc,0,7,7,0.80144,b,0
s05,2,bc,17,3,7,0.58443,b,0
s05,2,bc,100,3,7,0.50088,b,0
s05,2,bc,83,3,7,0.4508,b,0
s05,2,ab,83,7,7,1.0185,b,0
s05,2,ac,100,7,7,0.91826,c,0
s05,2,ab,17,5,7,0.68455,a,0
s05,2,bc,83,1,7,1.102,c,0
s05,2,bc,33,5,7,1.0185,b,0
s05,2,ac,0,3,7,0.61777,a,0
s05,2,bc,0,1,7,0.73462,c,0
s05,2,bc,100,1,7,0.58439,b,0
s05,2,bc,50,7,7,1.2189,b,0
s05,2,ac,100,3,7,0.91836,a,0
s05,2,ab,83,3,7,0.63443,b,0
s05,2,bc,0,5,7,0.88481,b,0
s05,2,bc,67,3,7,0.86817,b,0
s05,2,ac,33,3,7,0.63448,a,0
s05,2,ac,17,7,7,0.76808,a,0
s05,2,ab,0,1,7,0.71796,a,0
s05,2,bc,50,3,7,0.61782,b,0
s05,2,ac,100,1,7,0.80159,c,0
s05,2,ac,0,5,7,0.98509,a,0
s05,2,bc,50,5,7,0.90164,b,0
s05,2,bc,33,7,7,0.76804,b,0
s05,2,ab,100,1,7,1.8366,b,0
s05,2,ac,50,3,7,0.98506,b,1
s05,2,bc,83,5,7,0.95169,c,0
s05,2,ab,0,5,7,1.1687,reject,1
s05,2,ab,67,3,7,0.73468,b,0
s05,2,ab,50,7,7,1.8199,b,0
s05,2,ac,67,1,7,2.2206,a,0
s05,2,ab,17,3,7,0.53434,a,0
s05,2,ac,83,5,7,0.90161,c,0
s05,2,ab,100,7,7,0.70124,b,0
s05,2,ab,33,3,7,0.8849,a,0
s05,2,ab,100,3,7,0.73469,b,0
s05,2,bc,33,3,7,1.0185,b,0
s05,2,bc,83,7,7,1.3023,a,1
s05,2,ab,33,5,7,1.4359,a,0
s05,2,ab,17,7,7,1.102,a,0
s05,2,ac,17,5,7,0.83481,a,0
s05,2,bc,50,1,7,0.66782,b,0
s05,2,ac,50,7,7,0.6679,c,0
s05,2,ab,33,7,7,0.68448,a,0
s05,2,ab,17,1,7,0.78472,a,0
s05,2,ab,50,5,7,0.85156,c,1
s05,2,ac,0,1,7,0.58443,a,0
s05,2,ac,100,5,7,0.55099,c,0
s05,2,ac,67,3,7,0.56768,a,0
s05,2,ab,83,5,7,0.71795,c,1
s05,2,ab,0,7,7,0.6846,a,0
s05,2,ac,50,1,7,0.55096,a,0
s05,2,bc,67,5,7,0.85152,c,0
s05,2,ab,83,1,7,0.55096,b,0
s05,2,ac,83,3,7,0.53426,a,0
s05,2,bc,67,7,7,1.2355,c,0
s05,2,ac,67,5,7,0.61778,a,0
s05,2,ab,50,1,7,1.4693,c,1
s05,2,ab,0,3,7,0.51756,a,0
s05,2,ab,67,1,7,0.43409,a,0
s05,2,ac,50,5,7,0.88489,c,0
s05,2,bc,100,5,7,0.53434,c,0
s05,2,ab,50,3,7,0.61773,a,0
s05,2,ac,67,7,7,1.3023,b,1
s05,2,ac,83,7,7,0.73461,a,0
s05,2,bc,67,3,7,0.76801,b,0
s05,2,ac,100,5,7,0.73472,c,0
s05,2,ac,67,7,7,0.81809,c,0
s05,2,ac,17,3,7,0.63449,a,0
s05,2,bc,50,7,7,0.75138,c,0
s05,2,ab,17,1,7,0.70099,a,0
s05,2,ab,83,5,7,1.2858,c,1
s05,2,bc,100,7,7,0.78473,c,0
s05,2,ac,33,3,7,0.56768,a,0
s05,2,bc,50,3,7,0.90163,b,0
s05,2,bc,83,1,7,0.71797,b,0
s05,2,ab,67,7,7,0.73463,b,0
s05,2,bc,83,7,7,0.93496,c,0
s05,2,bc,0,7,7,0.78481,b,0
s05,2,ac,0,1,7,0.56771,a,0
s05,2,ab,33,3,7,0.71795,b,0
s05,2,ac,67,5,7,0.718,c,0
s05,2,bc,33,5,7,0.66792,c,0
s05,2,ac,0,3,7,0.63446,a,0
s05,2,ac,0,5,7,0.5176,c,0
s05,2,ab,100,3,7,0.50086,b,0
s05,2,ab,17,3,7,0.60097,a,0
s05,2,ac,67,1,7,0.7347,c,0
s05,2,ab,83,1,7,0.56772,b,0
s05,2,bc,17,7,7,0.58441,c,0
s05,2,bc,67,7,7,0.45082,c,0
s05,2,ab,100,5,7,0.58439,c,1
s05,2,bc,33,7,7,0.98513,a,1
s05,2,bc,50,5,7,0.58437,c,0
s05,2,ab,50,5,7,0.46753,c,1
s05,2,ac,83,5,7,0.6512,c,0
s05,2,bc,100,5,7,0.5009,c,0
s05,2,bc,33,3,7,0.58437,b,0
s05,2,ac,83,3,7,0.5844,b,1
s05,2,bc,83,3,7,0.45081,b,0
s05,2,ab,17,7,7,0.66792,b,0
s05,2,bc,100,3,7,0.66783,c,0
s05,2,ac,83,7,7,0.88491,b,1
s05,2,ab,100,1,7,0.75138,b,0
s05,2,ab,0,5,7,1.1019,a,0
s05,2,ab,83,3,7,0.65114,b,0
s05,2,ac,67,3,7,0.43409,b,1
s05,2,ab,50,7,7,0.80138,b,0
s05,2,bc,67,1,7,0.60111,a,1
s05,2,ab,0,7,7,1.0518,b,0
s05,2,bc,83,5,7,0.58437,c,0
s05,2,ab,67,1,7,0.83479,b,0
s05,2,ac,100,1,7,2.2373,c,0
s05,2,bc,0,3,7,0.71796,b,0
s05,2,ac,50,7,7,0.71792,c,0
s05,2,ab,83,7,7,0.60107,c,1
s05,2,ab,33,7,7,1.1687,a,0
s05,2,ab,0,1,7,0.90164,c,1
s05,2,bc,17,5,7,0.80133,c,0
s05,2,ac,17,1,7,0.73459,a,0
s05,2,bc,33,1,7,1.1521,c,0
s05,2,ac,0,7,7,0.73459,b,1
s05,2,ac,100,3,7,0.76801,b,1
s05,2,ab,17,5,7,1.3691,a,0
s05,2,bc,0,1,7,0.70128,b,0
s05,2,ab,50,1,7,1.9368,c,1
s05,2,ac,17,7,7,0.93501,a,0
s05,2,bc,17,3,7,0.68457,b,0
s05,2,ac,33,1,7,0.61776,a,0
s05,2,bc,17,1,7,0.58435,b,0
s05,2,ab,67,3,7,0.58437,b,0
s05,2,ac,50,5,7,0.56773,c,0
s05,2,ab,67,5,7,0.46747,c,1
s05,2,ac,100,7,7,1.486,c,0
s05,2,ab,0,3,7,0.55113,a,0
s05,2,ac,50,3,7,0.60108,a,0
s05,2,ac,33,5,7,0.56773,c,0
s05,2,bc,50,1,7,0.55099,b,0
s05,2,bc,67,5,7,0.48422,c,0
s05,2,ab,33,1,7,0.63441,a,0
s05,2,ab,100,7,7,0.66787,b,0
s05,2,bc,0,5,7,0.55092,c,0
s05,2,ac,17,5,7,0.55091,c,0
s05,2,ac,33,7,7,0.63452,b,1
s05,2,ac,83,1,7,0.86818,c,0
s05,2,ac,50,1,7,0.63451,a,0
s05,2,ab,33,5,7,0.78473,a,0
s05,2,bc,100,1,7,0.70127,c,0
s05,2,ab,50,3,7,0.76804,b,0
s05,2,ac,50,7,7,1.1353,c,0
s05,2,ac,0,3,7,0.6678,a,0
s05,2,ac,67,1,7,0.95169,c,0
s05,2,ab,33,7,7,1.0519,c,1
s05,2,ac,100,7,7,0.90181,b,1
s05,2,ab,50,1,7,0.55099,b,0
s05,2,ac,17,5,7,2.1873,c,0
s05,2,bc,0,7,7,0.85151,b,0
s05,2,bc,33,7,7,0.68455,b,0
s05,2,ab,50,3,7,0.98512,c,1
s05,2,ac,17,3,7,0.61776,a,0
s05,2,bc,100,3,7,1.1856,c,0
s05,2,bc,83,3,7,1.4359,c,0
s05,2,ab,17,1,7,0.75137,a,0
s05,2,bc,100,7,7,1.486,a,1
s05,2,ac,33,5,7,0.76807,a,0
s05,2,ab,67,7,7,0.81811,a,0
s05,2,ab,83,1,7,0.66785,a,0
s05,2,ab,17,3,7,0.90161,a,0
s05,2,ab,67,3,7,0.8015,b,0
s05,2,bc,67,7,7,1.0352,c,0
s05,2,bc,50,3,7,0.90162,b,0
s05,2,bc,33,5,7,0.95173,b,0
s05,2,bc,67,1,7,18.4495,b,0
s05,2,ab,100,7,7,1.2522,b,0
s05,2,bc,83,7,7,0.86822,c,0
s05,2,ac,83,7,7,0.68458,c,0
s05,2,ac,50,3,7,1.5528,c,0
s05,2,bc,83,5,7,1.6028,c,0
s05,2,ac,0,1,7,0.51756,a,0
s05,2,ab,83,5,7,0.56771,c,1
s05,2,ab,0,3,7,0.7179,a,0
s05,2,ac,50,1,7,0.98508,a,0
s05,2,bc,17,1,7,0.55101,b,0
s05,2,bc,33,3,7,0.75136,b,0
s05,2,bc,17,3,7,0.55096,b,0
s05,2,bc,50,5,7,0.76812,c,0
s05,2,ac,100,5,7,0.55097,c,0
s05,2,bc,100,5,7,0.45084,c,0
s05,2,bc,67,5,7,0.51755,c,0
s05,2,ab,17,7,7,0.51761,a,0
s05,2,ac,0,5,7,0.6511,a,0
s05,2,ac,67,7,7,0.83488,c,0
s05,2,bc,100,1,7,1.536,c,0
s05,2,ac,33,3,7,0.65122,a,0
s05,2,ab,17,5,7,0.75135,a,0
s05,2,bc,50,7,7,1.2355,a,1
s05,2,ac,100,3,7,1.4527,c,0
s05,2,ab,100,3,7,0.70127,b,0
s05,2,bc,17,7,7,0.95174,c,0
s05,2,ac,67,5,7,0.60102,c,0
s05,2,ab,0,5,7,1.9701,c,1
s05,2,ac,17,1,7,0.65114,a,0
s05,2,ab,83,3,7,0.63444,b,0
s05,2,bc,67,3,7,0.40071,b,0
s05,2,ab,83,7,7,1.0352,c,1
s05,2,ac,67,3,7,0.43408,b,1
s05,2,ab,67,1,7,0.56773,b,0
s05,2,bc,17,5,7,0.46755,b,0
s05,2,ac,100,1,7,0.6679,b,1
s05,2,ac,83,3,7,0.4175,b,1
s05,2,ab,67,5,7,0.51758,b,0
s05,2,ac,83,1,7,0.56772,c,0
s05,2,ab,33,5,7,0.55102,c,1
s05,2,bc,0,1,7,0.81816,b,0
s05,2,ab,100,5,7,1.7866,b,0
s05,2,ab,0,7,7,0.90164,a,0
s05,2,ac,50,5,7,0.71797,a,0
s05,2,ab,100,1,7,0.61787,b,0
s05,2,ac,0,7,7,0.6679,a,0
s05,2,bc,50,1,7,1.0853,c,0
s05,2,ac,17,7,7,0.71787,a,0
s05,2,ab,0,1,7,0.50093,a,0
s05,2,ac,83,5,7,0.71792,a,0
s05,2,bc,83,1,7,0.46746,a,1
s05,2,bc,33,1,7,0.43411,b,0
s05,2,ab,50,5,7,0.8515,a,0
s05,2,ab,33,3,7,0.51762,a,0
s05,2,ac,33,7,7,0.70134,a,0
s05,2,bc,0,5,7,0.8181,c,0
s05,2,ab,33,1,7,0.65115,a,0
s05,2,ac,33,1,7,0.50088,a,0
s05,2,ab,50,7,7,0.56771,a,0
s05,2,bc,0,3,7,0.55096,b,0
s05,2,ab,0,7,7,1.0018,a,0
s05,2,ac,67,7,7,1.0852,c,0
s05,2,ac,100,1,7,0.68446,c,0
s05,2,bc,33,1,7,0.9851,b,0
s05,2,ab,100,3,7,0.43414,b,0
s05,2,ab,0,5,7,0.75136,a,0
s05,2,ab,50,1,7,1.0018,b,0
s05,2,ab,33,1,7,0.83477,a,0
s05,2,ac,33,5,7,0.66791,a,0
s05,2,ac,0,1,7,0.55102,a,0
s05,2,ab,0,1,7,0.55091,a,0
s05,2,ab,33,5,7,1.0184,a,0
s05,2,ab,0,3,7,0.63442,a,0
s05,2,ab,33,7,7,0.718,b,0
s05,2,ab,50,3,7,0.55098,b,0
s05,2,bc,50,5,7,0.66787,b,0
s05,2,bc,67,1,7,0.48422,b,0
s05,2,bc,0,5,7,0.48413,b,0
s05,2,ab,50,5,7,0.4842,b,0
s05,2,bc,17,3,7,0.53428,b,0
s05,2,ab,83,7,7,1.0518,a,0
s05,2,ac,50,1,7,1.0686,a,0
s05,2,ab,50,7,7,0.45081,a,0
s05,2,ab,100,1,7,0.71792,b,0
s05,2,ab,67,5,7,0.71791,c,1
s05,2,ab,67,7,7,0.73465,a,0
s05,2,bc,17,5,7,1.8533,b,0
s05,2,ac,50,3,7,0.90162,a,0
s05,2,ac,67,5,7,0.70129,c,0
s05,2,ac,0,5,7,0.551,c,0
s05,2,bc,83,3,7,1.319,c,0
s05,2,bc,100,5,7,0.51759,c,0
s05,2,bc,0,3,7,0.65115,b,0
s05,2,ac,100,3,7,0.68458,a,0
s05,2,ab,67,3,7,0.68463,b,0
s05,2,ab,67,1,7,0.95169,b,0
s05,2,bc,100,3,7,0.45085,b,0
s05,2,bc,67,7,7,1.0184,c,0
s05,2,bc,50,7,7,0.71797,c,0
s05,2,ac,67,3,7,0.76808,a,0
s05,2,bc,17,7,7,1.4359,b,0
s05,2,bc,50,1,7,0.60106,b,0
s05,2,bc,33,5,7,1.0018,c,0
s05,2,ab,17,1,7,0.6846,a,0
s05,2,ac,83,3,7,1.0018,a,0
s05,2,ac,17,3,7,0.5009,a,0
s05,2,ac,33,1,7,0.48422,a,0
s05,2,ac,83,5,7,1.0853,c,0
s05,2,bc,100,7,7,0.86822,c,0
s05,2,ac,50,7,7,0.66782,a,0
s05,2,bc,83,5,7,0.86826,a,1
s05,2,ab,17,7,7,0.48421,a,0
s05,2,ab,83,5,7,0.95163,c,1
s05,2,bc,0,1,7,0.66789,b,0
s05,2,bc,100,1,7,0.88489,a,1
s05,2,ac,0,7,7,0.78477,c,0
s05,2,ac,83,7,7,0.43408,c,0
s05,2,bc,50,3,7,0.53431,a,1
s05,2,bc,0,7,7,1.4526,b,0
s05,2,ab,33,3,7,0.76805,a,0
s05,2,ac,33,3,7,0.45081,a,0
s05,2,ab,17,3,7,0.48415,a,0
s05,2,ac,83,1,7,0.71791,a,0
s05,2,bc,33,3,7,0.60115,b,0
s05,2,bc,83,1,7,1.5695,c,0
s05,2,ac,17,5,7,0.63444,a,0
s05,2,ac,100,7,7,0.75139,a,0
s05,2,ab,83,3,7,0.73465,b,0
s05,2,ab,100,7,7,0.85152,c,1
s05,2,ab,17,5,7,0.80147,a,0
s05,2,ac,17,7,7,0.83481,c,0
s05,2,bc,67,3,7,0.88488,b,0
s05,2,ac,67,1,7,0.6011,a,0
s05,2,ac,100,5,7,0.81806,c,0
s05,2,ac,0,3,7,0.60113,a,0
s05,2,ac,50,5,7,0.96842,c,0
s05,2,bc,83,7,7,0.95174,c,0
s05,2,bc,67,5,7,0.73466,c,0
s05,2,ab,83,1,7,1.653,b,0
s05,2,ab,100,5,7,1.6362,c,1
s05,2,ac,33,7,7,0.78472,c,0
s05,2,ac,17,1,7,0.70129,a,0
s05,2,bc,33,7,7,0.78471,c,0
s05,2,bc,17,1,7,0.61775,c,0
s06,1,ab,33,5,7,1.4693,a,0
s06,1,ac,50,5,7,1.4359,c,0
s06,1,bc,33,7,7,1.4025,b,0
s06,1,ac,17,7,7,1.6028,c,0
s06,1,ac,17,5,7,2.254,b,1
s06,1,bc,17,3,7,1.4359,b,0
s06,1,ab,17,5,7,2.1706,b,0
s06,1,ac,100,7,7,1.5361,a,0
s06,1,ab,50,5,7,1.6863,a,0
s06,1,bc,100,1,7,3.4562,c,0
s06,1,ab,33,1,7,2.087,c,1
s06,1,bc,67,7,7,2.0203,a,1
s06,1,bc,17,7,7,2.1705,c,0
s06,1,ac,33,7,7,2.9552,a,0
s06,1,bc,100,3,7,1.2856,c,0
s06,1,ab,83,7,7,3.6398,a,0
s06,1,ab,100,7,7,3.2057,b,0
s06,1,ab,83,5,7,1.2189,b,0
s06,1,ab,0,5,7,1.269,a,0
s06,1,ac,67,1,7,1.2021,c,0
s06,1,ac,83,1,7,1.6696,c,0
s06,1,ab,83,1,7,1.4192,a,0
s06,1,bc,33,1,7,2.0703,b,0
s06,1,ab,0,1,7,1.2022,c,1
s06,1,bc,17,5,7,1.0519,b,0
s06,1,bc,33,3,7,1.0853,b,0
s06,1,bc,83,5,7,1.4526,b,0
s06,1,ab,67,1,7,1.536,a,0
s06,1,ac,83,5,7,1.2355,c,0
s06,1,ab,83,3,7,1.2355,b,0
s06,1,ac,0,3,7,1.0518,a,0
s06,1,ac,67,5,7,0.95164,c,0
s06,1,ac,50,7,7,1.5528,b,1
s06,1,bc,67,1,7,1.1521,c,0
s06,1,bc,0,5,7,1.0018,b,0
s06,1,bc,67,5,7,1.2021,c,0
s06,1,ac,17,1,7,0.8181,a,0
s06,1,bc,83,3,7,1.3022,c,0
s06,1,ab,50,7,7,1.0351,c,1
s06,1,bc,17,1,7,0.935,c,0
s06,1,bc,83,7,7,1.4025,a,1
s06,1,bc,33,5,7,1.0685,b,0
s06,1,ab,67,5,7,1.3692,b,0
s06,1,ab,17,7,7,1.0352,a,0
s06,1,ac,100,5,7,1.0185,c,0
s06,1,ac,50,3,7,1.0352,c,0
s06,1,bc,50,7,7,1.653,b,0
s06,1,bc,50,5,7,1.0685,c,0
s06,1,bc,0,7,7,1.2188,c,0
s06,1,ac,67,7,7,1.8199,a,0
s06,1,ac,33,1,7,2.6046,a,0
s06,1,ab,17,1,7,1.0185,a,0
s06,1,ab,100,5,7,0.8849,b,0
s06,1,ac,17,3,7,0.86822,a,0
s06,1,ac,50,1,7,1.3858,a,0
s06,1,ab,100,3,7,0.78472,b,0
s06,1,ac,83,3,7,1.269,b,1
s06,1,bc,0,3,7,1.0519,b,0
s06,1,ac,83,7,7,0.91832,c,0
s06,1,ac,100,1,7,0.95171,b,1
s06,1,ac,100,3,7,1.0686,c,0
s06,1,ac,0,7,7,0.96843,b,1
s06,1,ac,0,5,7,1.2188,a,0
s06,1,ab,33,7,7,1.3356,c,1
s06,1,ac,33,3,7,0.95169,a,0
s06,1,bc,83,1,7,1.2356,a,1
s06,1,ac,67,3,7,2.3041,a,0
s06,1,ab,67,3,7,1.6696,b,0
s06,1,ab,50,1,7,0.88492,a,0
s06,1,ab,0,7,7,1.5695,c,1
s06,1,bc,0,1,7,0.98503,c,0
s06,1,ab,50,3,7,2.3375,b,0
s06,1,ab,100,1,7,1.319,b,0
s06,1,bc,67,3,7,1.4192,b,0
s06,1,bc,50,1,7,1.2356,c,0
s06,1,ab,67,7,7,1.4359,c,1
s06,1,ab,0,3,7,0.83482,a,0
s06,1,ac,0,1,7,0.90173,a,0
s06,1,ac,33,5,7,0.93503,c,0
s06,1,bc,100,5,7,0.78476,b,0
s06,1,bc,50,3,7,1.1353,b,0
s06,1,bc,100,7,7,0.90156,c,0
s06,1,ab,33,3,7,1.0184,a,0
s06,1,ab,17,3,7,0.90161,a,0
s06,1,ac,17,3,7,0.78478,a,0
s06,1,bc,67,7,7,1.0184,b,0
s06,1,ac,17,5,7,1.0018,a,0
s06,1,ac,0,3,7,0.73466,a,0
s06,1,ac,83,3,7,0.70131,a,0
s06,1,bc,67,1,7,0.73474,c,0
s06,1,bc,0,7,7,2.0703,c,0
s06,1,bc,33,7,7,0.96843,b,0
s06,1,ac,17,7,7,0.83482,a,0
s06,1,ab,83,3,7,0.9016,b,0
s06,1,ac,67,3,7,0.88497,c,0
s06,1,ab,100,7,7,0.81816,b,0
s06,1,ac,50,7,7,0.7013,a,0
s06,1,ab,67,7,7,0.90157,a,0
s06,1,ab,50,5,7,1.1854,c,1
s06,1,bc,33,5,7,0.83482,c,0
s06,1,ab,83,1,7,1.8867,b,0
s06,1,ab,83,5,7,0.71796,b,0
s06,1,ab,67,3,7,0.78474,a,0
s06,1,ac,0,5,7,0.98509,c,0
s06,1,bc,100,1,7,1.0518,a,1
s06,1,bc,17,1,7,1.102,b,0
s06,1,bc,17,7,7,0.88491,c,0
s06,1,bc,67,3,7,1.0519,c,0
s06,1,ac,50,3,7,2.8718,c,0
s06,1,bc,50,1,7,0.85147,a,1
s06,1,ab,50,7,7,1.1854,c,1
s06,1,ac,100,7,7,0.7179,c,0
s06,1,ab,100,1,7,0.86825,b,0
s06,1,bc,50,3,7,0.91829,b,0
s06,1,ab,33,1,7,1.6697,a,0
s06,1,ac,0,7,7,0.98508,a,0
s06,1,ac,67,5,7,0.93497,c,0
s06,1,ab,17,3,7,0.91831,a,0
s06,1,bc,17,3,7,0.86822,b,0
s06,1,bc,50,5,7,2.1539,b,0
s06,1,ab,100,5,7,0.7847,b,0
s06,1,ab,83,7,7,0.91829,b,0
s06,1,ac,100,3,7,0.8682,c,0
s06,1,bc,0,5,7,0.76809,b,0
s06,1,ac,100,5,7,1.0185,c,0
s06,1,ac,33,7,7,0.91833,a,0
s06,1,bc,100,3,7,0.7179,c,0
s06,1,ab,67,1,7,0.65116,b,0
s06,1,ac,100,1,7,0.90172,c,0
s06,1,bc,83,5,7,0.95182,b,0
s06,1,bc,50,7,7,0.935,c,0
s06,1,ab,0,1,7,0.9183,a,0
s06,1,ab,0,3,7,0.8849,a,0
s06,1,ab,17,7,7,0.86819,c,1
s06,1,bc,100,7,7,0.78475,c,0
s06,1,ac,50,1,7,1.5027,c,0
s06,1,ab,33,7,7,0.76803,c,1
s06,1,ac,0,1,7,0.63445,a,0
s06,1,bc,83,7,7,0.7347,c,0
s06,1,ab,50,3,7,1.0519,a,0
s06,1,bc,17,5,7,0.9517,b,0
s06,1,bc,33,1,7,0.73473,b,0
s06,1,ab,50,1,7,0.98507,a,0
s06,1,ac,67,7,7,2.6381,c,0
s06,1,ab,17,1,7,0.63451,a,0
s06,1,ac,33,5,7,1.0352,c,0
s06,1,ac,33,1,7,0.95177,c,0
s06,1,ac,67,1,7,0.78473,a,0
s06,1,bc,33,3,7,0.534,b,0
s06,1,bc,83,3,7,0.50087,b,0
s06,1,ac,33,3,7,0.78471,a,0
s06,1,ac,50,5,7,1.1688,c,0
s06,1,ac,83,7,7,1.1019,c,0
s06,1,ac,83,1,7,0.95167,b,1
s06,1,ab,0,7,7,1.9868,a,0
s06,1,bc,67,5,7,1.4025,b,0
s06,1,ab,17,5,7,1.0352,c,1
s06,1,ab,0,5,7,0.61773,c,1
s06,1,ac,17,1,7,1.4526,a,0
s06,1,ab,67,5,7,0.96839,c,1
s06,1,ab,33,5,7,0.70131,b,0
s06,1,bc,0,1,7,0.66787,b,0
s06,1,ab,100,3,7,0.9016,b,0
s06,1,bc,83,1,7,1.2021,c,0
s06,1,ac,83,5,7,0.86815,a,0
s06,1,ab,33,3,7,1.0351,a,0
s06,1,bc,100,5,7,0.66786,c,0
s06,1,bc,0,3,7,0.78475,b,0
s06,1,bc,100,1,7,1.486,c,0
s06,1,ab,50,3,7,0.60113,b,0
s06,1,ab,0,1,7,0.58443,a,0
s06,1,ac,33,1,7,0.31727,a,0
s06,1,ab,83,5,7,0.75139,b,0
s06,1,ab,83,1,7,0.60111,b,0
s06,1,bc,67,1,7,0.41746,b,0
s06,1,ab,83,7,7,0.86826,b,0
s06,1,bc,33,5,7,1.2856,c,0
s06,1,ab,100,3,7,0.55096,b,0
s06,1,ac,50,1,7,0.58441,a,0
s06,1,bc,100,7,7,0.53431,c,0
s06,1,ac,67,5,7,0.6179,c,0
s06,1,bc,33,7,7,0.61775,c,0
s06,1,ac,67,1,7,0.9851,c,0
s06,1,bc,0,3,7,0.58442,b,0
s06,1,bc,100,5,7,0.41738,b,0
s06,1,ab,50,7,7,0.95175,c,1
s06,1,bc,50,1,7,1.1187,b,0
s06,1,ab,33,5,7,0.70132,c,1
s06,1,ac,100,7,7,0.73463,c,0
s06,1,ac,0,3,7,0.7847,a,0
s06,1,ab,33,7,7,0.70123,c,1
s06,1,ac,50,3,7,0.96836,c,0
s06,1,bc,83,5,7,0.63446,c,0
s06,1,ac,100,3,7,0.81817,c,0
s06,1,ac,50,5,7,0.93501,c,0
s06,1,ac,17,5,7,0.6177,c,0
s06,1,bc,50,3,7,0.65106,b,0
s06,1,ac,17,3,7,0.43409,b,1
s06,1,bc,67,3,7,0.85151,b,0
s06,1,bc,67,7,7,1.1354,c,0
s06,1,bc,83,7,7,1.2523,c,0
s06,1,bc,33,1,7,0.96844,c,0
s06,1,bc,17,7,7,0.86818,c,0
s06,1,ab,67,7,7,1.7198,a,0
s06,1,ab,0,7,7,0.58434,a,0
s06,1,ac,0,5,7,0.83482,a,0
s06,1,ab,50,5,7,0.86826,a,0
s06,1,ac,83,1,7,1.4359,c,0
s06,1,ab,0,5,7,0.88484,a,0
s06,1,ab,67,5,7,0.95186,b,0
s06,1,bc,0,7,7,0.73463,b,0
s06,1,ac,0,1,7,0.7513,a,0
s06,1,ab,100,1,7,0.98513,a,0
s06,1,bc,67,5,7,0.60107,b,0
s06,1,ab,33,3,7,0.93499,a,0
s06,1,ab,17,3,7,0.65113,a,0
s06,1,ab,17,5,7,0.88484,c,1
s06,1,ac,0,7,7,0.95171,a,0
s06,1,bc,83,3,7,0.88493,b,0
